auc,biggan,dalle3,diffusionprojectedGAN,proGAN,stable_diffusion_1,AVG
clipdet_latent10k_plus_global,0.6643749999999999,0.7606249999999999,0.979375,0.9725,0.7899999999999999,0.833375
clipdet_latent10k_plus_local,0.6375000000000001,0.5943750000000001,0.884375,0.84,0.661875,0.723625
clipdet_latent10k_plus_fusiongl,0.6475,0.59375,0.933125,0.9450000000000001,0.683125,0.7605
clipdet_latent10k_plus,0.6475,0.59375,0.933125,0.9450000000000001,0.683125,0.7605
Corvi2023,0.8912500000000001,1.0,0.9568749999999999,0.68625,1.0,0.906875
fusion,0.6681250000000001,1.0,0.958125,0.9450000000000001,1.0,0.91425
